image_id,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,tag1,tag2,tag3
421104,0,6,8,32,71,50,36,60,10,0,14,0,565
790654,0,12,12,19,41,58,88,138,110,50,14,0,1033
561763,0,0,4,9,51,64,68,66,30,10,10,16,717
159636,60,78,104,51,71,68,66,90,100,80,14,41,323
291980,40,60,116,66,86,51,32,36,10,20,11,23,446
162113,0,24,48,33,42,77,100,264,160,120,14,21,325
616757,0,12,44,18,43,27,34,54,60,0,14,21,776
662437,0,0,4,6,32,54,66,126,90,40,21,23,838
755524,0,6,24,29,86,64,50,54,50,0,14,53,980
212906,30,66,120,66,99,40,52,36,10,20,10,39,364
333726,260,192,176,63,20,14,8,12,10,10,2,35,495
210371,20,36,96,56,98,41,28,24,0,10,2,10,363
95012,20,36,96,47,79,45,42,42,0,0,14,0,242
558803,0,6,16,39,52,19,14,6,10,0,2,20,714
445058,0,18,8,17,65,56,56,54,0,20,10,20,596
503954,0,12,8,6,36,58,140,180,150,100,2,37,673
553922,0,6,16,14,61,34,28,12,30,0,23,0,707
394129,0,6,12,16,54,74,68,90,60,30,14,15,552
741589,10,0,20,16,70,46,30,24,0,0,2,10,944
99724,50,126,152,94,77,34,16,24,0,10,20,23,249
43053,0,6,12,16,19,46,96,288,290,230,14,15,150
81714,0,12,24,25,64,53,74,48,10,0,14,20,224
70714,10,30,32,24,64,51,60,60,30,20,14,23,208
96850,40,60,84,51,83,69,80,138,50,20,10,20,244
223749,10,12,20,10,43,85,106,150,150,110,14,27,372
582272,0,6,0,3,18,47,120,258,250,150,14,34,735
233105,10,60,84,57,65,26,18,12,20,0,14,15,378
145704,30,18,84,60,111,83,60,126,30,20,14,20,309
770537,10,18,32,25,103,163,218,330,220,70,14,19,1005
63076,30,78,108,67,72,35,24,66,60,20,2,10,194
571333,0,12,4,9,59,65,82,144,120,40,14,27,725
806557,0,0,8,7,55,53,42,18,40,10,2,20,1060
388454,10,42,116,73,79,38,22,24,0,20,10,12,536
31659,20,42,104,33,74,53,52,36,40,20,10,20,123
259892,50,36,72,47,87,48,32,30,10,20,10,11,410
515779,0,6,16,23,92,74,48,78,50,0,14,34,683
949377,0,6,8,18,43,42,34,6,10,10,23,39,1382
560478,10,6,16,11,36,56,44,30,10,10,14,46,707
722309,10,0,16,15,53,53,50,60,20,0,2,0,921
850068,10,6,32,17,72,79,88,84,20,10,14,0,1160
784378,10,78,112,44,59,32,20,18,20,0,10,61,1024
277162,0,12,16,19,68,144,194,342,310,100,14,28,430
810699,0,0,12,11,49,50,50,78,40,10,14,28,1060
619735,10,6,28,11,63,48,74,120,40,10,2,10,781
391519,10,48,56,47,63,50,40,36,30,10,1,10,549
51055,50,30,56,27,67,34,42,78,20,60,23,24,172
846661,10,24,24,17,65,66,76,90,50,10,14,27,1153
253946,10,30,60,43,102,75,104,126,110,50,7,14,403
402890,0,12,20,25,61,41,48,72,60,20,14,21,564
607420,0,0,12,27,69,40,40,36,0,0,5,10,768
635146,10,12,16,50,110,58,20,12,10,0,14,15,804
241649,210,144,216,83,58,18,10,24,0,0,5,14,389
102648,0,12,72,60,81,32,12,12,0,10,2,20,252
660165,0,0,4,5,21,45,72,156,100,90,10,17,827
407307,0,6,0,6,21,58,104,198,130,60,14,27,565
596567,0,0,0,4,13,31,56,198,270,90,5,14,752
132534,10,12,32,28,74,71,88,150,70,40,2,12,294
101613,10,36,72,53,100,89,78,42,80,20,14,15,251
843173,10,6,40,21,52,58,48,24,20,0,10,48,1136
324856,10,0,24,20,58,78,92,132,110,40,2,23,483
643714,0,0,12,10,58,65,60,102,40,20,14,35,814
925028,30,6,20,18,48,49,46,66,40,20,14,21,1312
3196,20,48,96,44,77,66,112,138,140,30,7,14,24
603894,0,0,8,28,45,44,22,30,30,0,14,38,760
358315,0,12,52,22,68,64,64,78,30,60,14,15,517
433165,0,0,16,23,63,44,30,6,10,10,14,0,581
864007,0,30,36,25,65,42,30,78,40,20,10,20,1188
770516,20,0,40,33,131,185,198,210,110,60,14,27,1005
196238,0,6,28,16,79,65,92,66,50,50,10,20,352
395607,0,6,0,17,47,86,40,60,0,0,2,23,551
552636,10,12,24,32,76,51,26,42,0,10,23,35,708
785576,0,12,0,25,71,46,68,102,120,30,14,15,1027
657070,10,12,28,25,83,79,62,84,10,20,12,14,830
722010,0,0,12,12,34,49,60,132,70,0,2,20,921
357000,10,12,44,50,65,39,32,18,60,30,14,15,519
572166,0,0,8,17,60,45,30,30,20,0,14,15,721
400629,0,12,52,17,54,53,46,126,80,40,2,3,551
326348,10,18,48,15,59,58,66,96,50,70,14,27,485
524649,0,0,8,12,57,59,56,78,60,40,2,0,679
190253,210,156,244,91,69,31,22,24,10,10,14,15,349
335027,150,144,136,48,44,20,28,48,0,30,14,43,495
921266,0,6,8,4,30,50,96,204,120,30,2,7,1301
185583,10,84,128,45,110,50,48,72,50,0,2,10,347
497050,10,6,12,8,42,65,84,108,30,50,14,34,664
873277,20,6,28,20,70,38,22,6,10,0,2,14,1201
18015,20,18,80,40,76,54,42,54,40,40,14,0,87
766125,0,24,16,26,69,47,66,72,20,10,14,39,996
66435,0,18,36,20,65,63,120,144,200,140,14,15,201
476462,40,18,20,21,39,49,82,138,60,40,10,21,641
330769,10,24,32,18,57,95,96,144,200,70,2,0,492
245683,0,60,92,59,107,43,56,54,20,10,14,20,392
879538,0,18,16,22,44,41,26,24,10,0,10,20,1208
673276,0,30,16,30,61,33,24,30,10,20,10,21,854
64919,10,48,64,40,73,70,88,132,40,80,14,23,199
10158,0,12,32,20,46,47,66,150,70,20,16,23,52
659470,0,12,16,14,51,77,114,180,140,130,2,17,832
228018,120,132,204,94,63,41,20,24,20,20,14,0,375
55333,20,48,56,39,58,44,80,120,140,70,2,18,179
263598,0,60,76,50,95,59,46,48,20,40,14,32,413
402856,0,6,44,31,54,40,44,66,50,0,14,30,564
753074,0,12,32,30,58,33,32,24,10,0,7,14,972
472961,0,0,4,3,22,59,86,162,60,90,2,20,631
661100,0,18,20,14,51,69,64,96,80,40,2,20,836
669984,10,12,20,12,53,46,30,72,20,20,14,20,848
617323,0,30,56,71,102,50,40,36,10,0,10,14,777
566418,10,0,8,3,15,30,86,150,150,120,14,34,721
447553,0,6,12,38,147,86,98,66,20,20,14,15,616
839277,0,12,24,21,46,49,48,42,30,10,10,20,1137
628386,30,24,36,20,76,61,80,96,120,50,14,28,794
158113,0,18,40,42,70,67,36,72,0,0,2,0,319
157741,10,6,12,6,17,40,106,240,260,300,7,14,319
687291,10,24,56,25,59,43,44,60,20,20,10,0,874
948959,0,0,8,8,25,45,70,36,40,30,14,20,1382
168305,0,0,16,28,72,84,66,84,40,10,14,28,322
763789,0,0,12,15,30,43,52,66,70,10,14,28,990
298109,60,132,124,86,77,38,28,18,40,10,10,21,453
571863,0,6,24,31,68,65,44,78,60,10,14,27,725
293136,10,30,24,52,76,50,28,18,60,0,7,14,448
897533,10,6,32,29,74,50,38,90,10,70,14,33,1239
570384,30,84,96,81,31,8,4,0,20,0,20,23,727
449136,10,18,56,56,78,34,32,6,10,0,9,14,612
185288,70,144,188,87,89,29,30,18,20,10,10,21,347
423562,0,6,28,31,57,54,48,90,90,30,10,21,580
940171,20,18,24,41,65,30,12,18,0,10,10,15,1357
275136,0,24,28,31,111,143,162,222,110,80,14,15,430
255542,50,12,100,39,92,60,40,54,30,20,10,0,404
834877,0,0,4,3,14,51,112,162,250,120,14,0,1126
136795,70,114,196,92,94,41,44,42,30,0,14,15,300
448157,10,0,16,17,92,141,130,126,70,0,14,28,616
917066,0,0,12,7,29,63,56,96,50,20,2,20,1279
781635,0,12,12,16,47,41,48,150,100,60,14,21,1021
588267,0,0,32,25,62,46,52,60,30,20,14,0,744
812592,0,0,12,9,42,44,48,60,20,10,2,61,1076
389957,0,18,40,24,74,46,44,42,20,20,14,27,548
527354,10,0,16,13,28,44,120,186,160,120,14,15,690
758082,40,42,68,50,78,49,40,30,20,0,2,20,982
40374,60,54,144,50,56,48,26,48,40,60,14,15,143
51046,80,126,156,47,49,24,24,30,20,20,23,24,172
108445,40,54,112,57,63,25,12,12,10,0,14,19,262
140335,20,18,68,38,110,70,70,54,20,50,23,39,304
758232,0,12,28,21,62,58,96,156,70,20,14,21,982
276602,20,24,12,19,74,139,182,360,310,170,14,21,430
129115,0,30,64,33,60,28,24,24,0,0,2,12,290
164990,0,18,48,22,28,60,150,342,560,310,10,27,328
13710,10,6,28,29,53,60,62,108,30,20,20,23,74
417195,120,108,100,53,49,35,20,36,20,20,14,0,576
150282,0,6,36,12,36,57,102,168,100,70,14,15,312
159160,10,36,112,60,100,44,36,78,50,20,7,14,323
912018,0,6,12,21,40,41,32,18,10,10,14,0,1263
128244,0,6,8,8,38,40,120,420,600,380,14,15,287
176131,50,96,204,75,77,26,24,36,0,0,14,15,338
244613,20,42,80,69,75,28,12,12,20,10,14,33,391
289378,0,6,40,10,39,67,118,234,120,130,14,0,443
716431,0,6,4,15,39,61,62,42,30,20,7,14,901
597166,0,0,28,15,37,49,34,96,60,70,14,21,754
255256,30,42,52,33,82,86,110,240,180,110,7,14,403
470416,20,12,24,42,75,63,34,72,40,20,10,17,635
251387,20,6,20,16,39,65,60,150,130,90,14,15,397
800415,30,12,56,39,59,30,28,48,0,10,1,2,1054
554126,0,6,16,24,65,34,18,6,0,0,14,17,707
463406,10,6,20,23,49,53,56,96,30,20,10,41,630
471380,100,78,172,69,71,15,8,6,0,10,2,39,635
67450,0,24,32,26,54,74,96,246,160,80,10,20,203
51030,40,72,64,37,52,46,40,66,40,30,1,2,172
569325,10,12,16,19,56,61,70,126,60,50,10,0,726
657712,0,0,4,4,30,49,66,90,60,10,2,10,827
225546,40,102,212,94,76,28,24,18,30,20,14,15,375
54688,0,0,8,6,19,36,100,162,250,160,14,0,176
259803,50,90,128,71,71,26,6,6,10,10,14,19,410
314510,0,0,8,11,48,56,78,66,110,20,20,23,476
81170,20,12,40,55,66,34,24,48,10,0,14,15,224
30345,410,294,268,51,21,5,8,12,0,0,1,23,121
664295,0,18,44,37,73,40,46,30,40,30,14,15,839
253913,30,48,60,35,66,67,112,222,130,240,1,14,403
561491,0,0,0,12,51,51,40,12,20,0,14,45,707
607146,0,0,8,12,40,43,24,66,10,0,14,15,751
295129,60,24,36,22,61,48,74,210,150,150,12,14,451
297536,10,18,24,35,65,87,108,96,100,20,14,20,453
50166,20,24,60,33,67,49,72,60,60,70,1,10,171
62093,90,210,164,74,66,31,20,36,0,0,2,20,189
786234,20,12,56,33,54,18,14,24,0,10,23,0,1018
133526,0,24,52,58,122,90,78,78,50,30,14,35,296
148843,0,12,60,41,92,38,48,30,20,0,12,14,310
235654,0,36,52,51,89,42,24,18,10,20,14,0,382
70626,10,0,4,9,16,47,94,234,200,220,14,15,208
897159,0,0,12,13,46,30,38,12,10,10,14,27,1237
934069,0,6,12,10,39,52,86,168,60,40,7,14,1341
913931,30,0,44,34,58,47,42,30,50,10,14,15,1281
938363,10,6,16,14,48,47,34,54,20,20,2,61,1339
486306,10,0,16,15,37,67,68,108,110,70,2,0,651
824967,10,6,16,23,58,45,20,18,20,0,14,15,1089
10827,10,0,8,8,27,38,110,282,320,220,7,14,57
943807,0,0,8,15,67,53,20,18,0,0,14,0,1356
880686,0,0,4,7,24,47,60,72,30,20,14,47,1211
571817,70,78,88,54,59,23,8,36,30,20,10,19,726
889574,0,6,16,16,45,65,80,72,90,40,14,23,1223
126184,0,0,4,7,32,61,110,156,170,40,2,7,284
909118,40,42,40,17,43,31,22,48,50,0,14,15,1269
234480,20,24,88,36,84,48,54,78,60,30,2,40,380
180999,0,6,16,9,49,55,88,174,60,60,2,10,342
76168,30,54,64,51,65,17,16,18,0,0,14,27,216
523925,10,36,56,49,54,29,28,30,20,0,14,0,687
333446,40,36,100,58,77,38,32,6,20,30,2,18,495
863986,0,36,56,32,54,48,28,12,30,10,14,20,1188
135753,0,18,28,22,99,120,112,150,130,50,14,27,296
762011,20,0,28,21,37,37,32,36,20,10,14,28,987
834217,50,114,120,62,67,24,4,6,0,20,14,15,1124
591370,0,0,0,16,49,38,20,30,10,10,2,0,738
281429,0,12,44,34,124,133,160,234,70,80,14,0,430
754579,0,12,12,9,57,80,110,72,50,10,14,23,980
398501,10,6,64,36,75,37,26,30,0,0,14,0,557
84591,0,18,44,43,67,47,40,54,30,0,14,0,228
497249,0,12,36,22,63,71,92,144,110,40,14,35,668
738198,20,36,40,41,46,24,20,30,20,20,7,14,944
422044,20,12,52,41,51,54,42,54,30,10,14,15,580
386241,10,30,20,34,97,63,54,48,60,0,10,35,547
805335,50,12,80,34,65,29,24,24,30,0,10,21,1062
74544,0,6,96,56,87,60,54,72,50,40,10,22,213
667215,20,48,88,93,127,46,34,48,20,10,14,50,845
99276,230,174,212,95,94,34,18,36,10,0,10,26,248
805435,20,42,68,24,57,38,34,36,30,10,10,21,1062
27458,10,42,28,29,66,63,92,168,60,10,2,0,114
919825,0,24,20,27,72,54,30,48,20,10,14,0,1298
633560,0,0,8,7,51,96,110,132,70,10,14,23,804
545528,0,0,8,3,15,52,46,108,80,10,14,23,692
476613,10,42,20,9,20,35,86,192,280,240,14,15,641
785372,30,24,84,40,71,34,34,30,40,10,14,0,1027
755964,10,12,20,10,59,91,82,54,50,0,14,15,980
13609,10,0,24,23,46,46,88,168,100,30,10,20,74
111248,10,0,44,29,69,53,106,114,60,30,14,18,264
826217,0,36,60,25,63,49,38,48,50,20,14,18,1102
839316,10,12,12,11,57,53,60,36,40,10,2,18,1137
113506,10,42,72,41,57,48,68,114,30,0,7,14,267
657123,50,66,84,37,56,52,38,84,40,40,2,17,829
322847,40,102,116,67,71,20,12,0,0,10,14,20,482
450534,0,0,12,23,111,113,110,162,80,30,7,14,616
586274,0,12,32,30,58,47,28,42,30,10,14,47,744
324020,0,24,48,23,55,53,76,102,30,30,2,14,485
67072,0,6,56,28,51,37,66,84,40,30,10,24,202
818244,0,6,20,15,47,38,28,42,0,0,14,28,1075
588138,0,12,16,14,42,47,70,84,80,20,23,35,744
892923,0,0,4,7,21,47,78,72,30,10,14,0,1221
505516,20,6,44,64,66,13,20,12,0,0,14,35,664
86556,20,48,48,69,70,27,26,6,0,10,14,15,220
496129,0,6,16,23,73,96,72,108,60,50,2,0,662
171661,20,6,44,24,68,101,150,246,280,80,20,23,335
696683,10,24,60,34,72,32,12,18,40,20,7,14,887
23756,570,276,208,28,24,5,2,6,0,0,10,0,103
124551,60,54,88,71,98,42,36,30,20,0,2,24,282
824764,0,6,4,12,37,48,56,66,60,0,14,28,1089
888316,40,42,76,49,65,24,16,18,10,20,14,15,1222
255508,0,18,68,48,111,79,98,72,60,50,14,15,403
786205,0,6,100,41,79,33,26,24,10,10,14,53,1027
528543,10,18,72,31,50,27,6,6,0,10,14,17,693
690952,0,12,8,5,50,56,48,72,110,40,10,23,878
928989,50,36,52,37,50,33,28,60,30,10,2,10,1326
192282,40,72,156,93,81,26,16,12,10,10,2,10,351
666492,10,18,20,30,66,18,10,24,20,0,14,35,843
874397,10,12,36,39,56,19,16,18,0,20,14,0,1193
423205,10,18,28,39,85,72,48,60,70,20,2,20,579
749392,10,48,92,40,59,18,6,6,40,0,10,0,960
51699,340,180,200,37,24,16,10,0,0,0,2,23,173
605745,0,0,4,5,55,52,20,30,30,0,10,14,762
147601,40,90,108,78,93,65,62,72,70,20,10,0,309
820164,10,18,24,21,54,55,70,90,30,40,14,15,1090
542855,0,12,8,21,68,63,44,24,20,0,10,16,699
331094,0,12,8,8,39,94,144,276,210,150,2,20,492
756428,0,12,8,7,70,76,78,174,40,10,14,15,980
234657,10,36,96,66,72,36,16,72,0,10,7,14,380
277667,10,36,32,30,67,114,196,402,310,240,14,27,430
245508,30,24,108,48,83,59,56,120,110,30,14,15,392
502649,10,0,4,21,50,45,64,72,50,20,2,10,672
826835,10,18,44,44,69,24,10,0,0,0,2,23,1105
33196,60,138,96,57,57,29,42,18,50,10,8,10,126
831767,10,24,68,49,60,15,4,0,0,0,14,28,1112
63070,0,6,40,29,58,67,104,126,150,50,23,28,194
66148,0,18,24,13,40,55,92,120,40,40,23,35,195
832290,10,6,16,20,62,31,20,24,60,0,14,27,1112
532462,10,18,56,24,41,37,36,36,30,0,10,16,693
626975,0,12,24,22,60,50,44,30,10,0,10,20,783
127344,110,78,152,83,71,45,50,48,20,10,2,15,287
71999,10,12,20,26,71,39,28,30,0,10,14,35,210
835035,10,18,40,36,72,41,6,12,0,20,14,15,1126
870465,20,12,68,47,67,49,32,36,0,0,14,15,1199
396051,70,90,180,70,44,10,4,0,0,0,14,15,557
831233,0,12,20,21,58,76,38,84,80,50,14,15,1116
945322,30,48,80,32,56,30,20,24,10,30,14,0,1374
285749,0,36,108,50,73,49,24,60,50,20,14,21,440
635964,0,0,12,10,56,105,106,60,30,0,2,21,804
701781,10,18,12,18,64,49,22,6,10,0,14,35,886
727751,0,12,4,5,42,51,36,54,10,20,14,28,931
377488,30,30,44,49,81,53,52,60,30,10,23,39,534
548096,10,6,4,16,48,53,34,78,40,0,14,33,705
935633,20,12,28,17,51,66,54,42,30,40,14,53,1331
266175,30,36,64,41,113,61,70,84,50,50,7,14,415
259489,10,18,76,57,70,39,40,48,20,40,1,10,410
568390,50,72,112,75,51,23,14,12,0,0,14,27,725
604374,0,6,12,15,25,32,38,42,50,20,14,20,764
322583,10,18,56,41,69,47,42,78,20,10,14,45,482
711129,30,6,44,44,75,41,38,24,50,0,2,10,906
911853,0,18,44,41,76,48,42,60,70,30,7,14,1274
400160,100,0,0,0,0,0,0,0,0,0,0,0,0
68017,30,36,48,28,47,38,40,60,40,10,1,10,204
807664,0,0,8,9,30,51,64,78,40,40,14,0,1060
683307,0,0,12,11,46,58,54,72,40,0,14,53,858
637892,20,30,56,51,76,30,26,12,20,0,2,20,809
273652,20,72,144,82,124,65,70,72,30,20,2,0,428
400240,30,48,156,93,110,46,38,66,30,20,22,38,561
925500,20,6,8,11,64,55,30,48,30,0,14,15,1308
390311,0,24,28,37,56,53,50,66,50,30,14,15,549
142572,10,30,88,65,113,61,40,18,10,10,5,14,304
4020080,100,0,0,0,0,0,0,0,0,0,0,0,0
816404,40,42,108,28,48,28,24,36,0,10,2,0,1084
828689,0,0,8,11,43,57,54,84,80,40,14,53,1104
19777,0,12,56,28,68,55,58,60,50,70,18,23,91
853654,20,24,36,27,64,69,50,42,40,20,14,15,1170
339837,0,0,28,25,70,49,50,66,30,10,2,20,500
182183,20,36,56,75,95,38,20,24,20,0,7,14,344
75854,0,6,28,13,36,55,138,378,460,410,14,15,215
757893,10,48,76,42,82,47,28,42,10,10,14,21,982
371623,0,12,32,28,68,57,50,90,10,10,14,15,530
531237,30,84,104,47,35,12,4,12,0,0,10,0,694
911427,30,12,16,7,42,59,84,186,140,110,14,27,1274
571318,0,6,8,16,39,62,90,144,120,80,2,10,726
95607,40,90,156,80,58,29,30,30,10,20,2,0,241
223834,10,18,24,32,65,69,116,186,230,140,2,25,373
81964,10,0,16,14,27,52,88,168,170,50,14,0,224
236982,10,24,40,31,67,59,70,60,30,10,14,15,383
828719,120,78,104,79,89,26,12,6,20,0,10,37,1110
167971,30,150,196,95,45,14,6,0,10,0,14,15,322
160800,100,0,0,0,0,0,0,0,0,0,0,0,0
279977,0,0,4,9,58,70,42,96,40,20,14,28,431
12416,80,114,148,52,37,25,26,42,0,20,20,23,67
172736,20,30,16,30,68,60,70,108,30,90,12,14,334
632958,0,6,12,10,35,80,150,120,50,30,2,0,804
881442,0,6,4,11,36,49,24,36,10,10,14,53,1211
778504,0,12,28,8,34,46,56,24,20,20,14,38,1003
129560,40,36,80,46,95,77,78,126,100,60,8,10,289
444780,0,24,96,64,75,21,8,24,0,10,2,10,610
648617,10,24,28,18,61,72,78,138,70,10,14,15,819
902938,10,0,20,23,48,36,12,18,0,0,10,20,1250
17056,30,126,156,63,56,19,28,24,10,0,2,19,83
909585,10,24,44,22,47,44,38,18,20,10,14,0,1267
697070,20,42,64,45,58,29,22,42,30,20,14,27,887
103166,10,12,24,37,68,50,68,42,40,10,14,23,252
429844,0,0,4,11,26,50,92,186,50,70,2,12,589
496136,30,48,68,62,92,52,36,42,20,20,14,38,662
332458,10,12,36,18,54,86,138,174,80,100,7,14,492
25880,10,6,68,31,47,25,16,0,10,0,10,16,109
933351,20,42,40,35,53,28,20,12,20,0,10,41,1337
10925,10,12,32,26,58,71,96,90,80,20,14,27,57
755803,0,6,16,10,34,48,76,84,60,40,14,0,976
239131,40,48,128,62,56,12,6,12,20,0,2,0,385
648500,10,6,44,40,82,51,48,30,10,10,14,15,818
578577,0,0,0,5,32,51,88,54,70,20,14,15,721
41261,0,12,68,15,32,62,96,276,170,100,2,14,145
693588,10,12,28,28,66,28,12,24,30,0,14,15,871
427674,10,12,20,25,68,40,36,30,20,10,14,0,589
544027,10,0,8,10,38,39,68,72,130,60,7,14,701
880101,0,6,8,11,35,48,42,54,40,0,14,23,1207
448914,30,12,20,20,59,90,132,138,190,100,20,23,613
19635,50,102,112,55,61,30,10,30,20,10,10,23,91
339645,110,150,156,54,37,10,10,0,0,20,14,20,500
668803,0,6,32,29,64,25,10,12,20,0,7,14,843
398116,40,30,44,23,71,65,50,96,40,30,9,14,558
836111,0,24,24,33,59,35,18,6,0,0,14,53,1118
160534,0,12,24,8,54,61,86,114,60,20,10,20,321
496553,30,36,60,52,73,61,64,60,60,20,14,35,668
573985,0,30,20,25,70,65,30,36,0,0,10,18,728
820889,10,0,8,8,28,55,104,174,110,40,2,53,1092
635145,10,6,8,29,97,88,40,18,20,10,23,28,804
694393,0,18,44,18,52,36,38,42,40,10,2,10,883
146171,40,108,108,86,98,52,62,54,40,10,14,15,309
161134,0,6,28,43,82,61,56,48,30,20,14,20,322
703059,0,12,24,24,66,37,42,30,30,0,10,16,886
391779,0,18,56,21,55,45,60,132,100,70,14,15,549
758941,0,42,56,25,71,50,60,66,60,20,14,47,985
365843,0,12,84,38,69,52,24,54,10,0,1,2,526
20432,0,0,0,3,22,28,58,156,130,40,20,23,94
505253,0,0,0,7,24,46,108,168,170,50,14,35,664
47543,30,24,72,48,52,43,50,96,80,80,10,21,159
151372,30,18,36,27,56,91,144,300,250,260,14,15,313
387276,70,126,88,82,75,28,26,36,0,0,14,20,547
631378,10,0,4,3,35,67,88,192,100,20,14,15,800
593774,0,0,0,4,43,41,42,36,10,10,2,23,738
227659,20,24,88,57,89,65,60,126,80,20,14,15,375
298735,40,108,168,97,86,25,14,12,0,10,14,20,453
716983,0,0,8,2,29,62,74,78,70,20,14,19,901
843202,10,30,32,36,72,46,8,12,0,0,7,14,1136
799762,0,6,12,19,41,41,24,18,10,0,14,33,1045
46057,0,36,68,48,95,52,50,96,50,40,14,27,158
932772,0,0,8,16,26,51,52,36,50,30,14,35,1335
759560,20,24,32,18,80,57,46,84,40,40,14,15,985
418901,10,12,16,17,60,90,58,90,10,50,14,28,576
67805,0,18,20,6,36,58,68,108,130,20,14,27,195
442939,0,18,40,34,89,81,76,114,70,50,5,23,605
371097,0,6,4,7,51,59,108,108,80,70,12,14,530
457689,30,54,60,73,81,26,20,18,20,10,10,20,622
633644,0,6,8,11,46,88,126,222,70,40,14,27,803
768732,0,0,8,9,36,46,74,90,70,40,2,33,993
75069,0,18,48,38,77,29,18,30,10,0,14,15,214
673518,0,18,36,30,52,37,50,30,10,20,10,18,854
956630,10,6,8,10,42,44,30,42,10,10,14,53,1403
955563,0,12,8,21,61,33,26,30,0,0,14,15,1399
331722,20,18,56,38,84,68,46,96,60,30,2,20,491
369178,0,12,16,32,58,60,46,96,40,40,1,10,530
934923,10,6,8,13,57,63,78,48,20,20,14,21,1331
93829,50,60,60,35,64,59,64,144,140,110,14,15,239
330753,0,66,100,60,98,57,40,48,60,50,14,15,492
60491,0,0,12,2,6,22,68,294,200,280,14,15,187
121174,0,6,32,26,52,56,42,72,40,0,10,0,279
653447,30,36,44,34,65,58,70,84,100,50,14,0,825
770486,0,0,4,3,20,48,100,114,210,110,2,53,1004
214596,10,30,40,32,95,71,92,144,60,50,2,17,367
648707,10,6,40,21,50,55,76,114,90,20,9,14,818
541794,0,12,28,67,69,34,14,0,0,0,14,15,699
718463,0,0,28,18,55,47,30,24,0,0,14,28,915
473372,0,0,16,11,25,54,64,102,170,100,14,27,638
747963,80,72,96,37,43,41,32,84,50,50,14,21,964
42197,10,18,28,20,39,46,98,204,240,150,7,14,148
255187,80,120,200,104,101,38,34,18,40,0,14,15,403
936783,40,30,76,36,67,30,34,18,20,0,5,10,1347
429393,0,0,4,16,83,67,68,66,10,10,2,10,587
138730,0,6,28,42,87,53,46,42,10,0,10,39,301
913925,0,0,24,6,34,53,94,192,100,30,2,21,1281
192475,20,18,16,27,73,55,70,36,80,50,14,28,350
295835,20,42,48,34,77,52,46,60,40,0,2,17,452
168251,10,0,24,19,67,73,94,132,60,60,15,23,322
155255,20,48,80,48,73,47,38,42,30,20,14,38,317
68142,10,18,40,31,61,37,46,48,20,30,10,14,204
664780,0,0,4,6,35,54,64,102,80,80,14,0,840
82250,40,78,172,69,83,35,34,48,50,30,14,21,225
361208,10,30,28,25,45,33,74,132,180,130,14,15,523
182902,0,0,20,11,54,63,118,186,140,110,2,20,344
611461,20,6,44,36,83,60,32,36,60,0,15,23,771
332484,20,30,28,23,90,87,96,114,70,50,14,20,492
349978,560,420,364,98,44,18,10,12,0,40,2,10,511
911186,10,24,28,17,62,76,38,72,90,40,14,15,1274
919601,0,18,28,24,52,20,4,18,0,0,14,27,1293
490313,0,6,16,12,48,59,42,36,40,20,14,28,645
2000240,100,0,0,0,0,0,0,0,0,0,0,0,0
591690,10,18,12,20,42,42,102,192,180,60,2,14,746
631876,10,12,12,16,56,62,52,72,90,0,14,21,800
235487,0,0,24,11,43,72,98,126,140,100,14,15,382
737708,10,6,12,9,41,50,62,60,40,30,21,23,944
679993,60,48,84,49,60,18,10,30,0,0,5,10,863
102774,0,6,4,9,39,64,112,168,80,60,2,0,252
501843,30,0,12,16,52,47,48,90,60,30,14,35,672
596037,0,0,12,8,44,55,104,144,170,90,14,19,753
848817,0,12,36,39,94,71,52,30,0,0,14,15,1154
849469,0,0,8,10,37,77,116,246,130,80,2,61,1160
121076,0,0,16,23,62,73,160,234,370,300,14,35,276
153352,0,6,16,17,66,84,102,126,90,30,14,21,315
573901,0,6,24,30,71,52,36,36,20,20,12,14,728
520051,0,6,12,38,61,52,18,12,0,10,2,8,679
195954,10,6,16,14,61,92,84,108,90,50,14,35,352
315744,0,30,44,39,64,30,24,30,30,20,14,27,472
497006,0,0,8,16,34,65,122,252,290,100,14,0,668
801166,10,6,32,16,43,43,66,102,40,30,14,15,1054
657967,10,18,20,30,53,46,46,60,50,20,10,21,831
13670,0,6,32,26,57,48,64,114,70,10,23,27,74
332404,0,18,24,29,81,74,58,138,60,60,12,14,491
645552,0,0,20,16,57,57,64,66,50,10,23,28,814
376022,10,6,36,29,68,79,56,42,10,10,14,0,536
944579,0,0,4,6,30,56,70,114,40,0,14,21,1368
870943,40,72,64,32,61,56,58,42,60,0,14,15,1199
245091,0,18,20,37,59,61,52,84,20,50,14,15,391
779787,20,6,12,15,50,48,66,54,40,20,15,23,1015
475926,10,0,8,29,57,61,72,156,70,20,14,0,640
13765,10,24,32,40,71,53,50,54,30,30,14,20,74
427991,0,0,12,35,82,55,40,30,0,0,2,20,587
139816,50,102,192,76,81,29,10,30,10,0,10,20,302
390491,20,12,44,29,77,45,24,12,10,0,2,14,548
55777,30,18,44,27,57,48,54,126,80,80,2,12,178
813208,0,12,28,8,32,49,74,120,80,10,2,23,1077
69580,20,12,44,30,58,48,24,6,20,0,23,35,206
591205,0,6,8,30,81,61,46,60,30,10,7,14,746
